,x,y,Shape,xyGPS,xGPS,yGPS
N53,1594024.7665830322,7769585.839303066,"(1594024.7665830322, 7769585.839303066)","(1.6558774774045, 45.122526449790158)",1.6558774774045,45.12252644979016
N54,1592329.2796205499,7767480.252474293,"(1592329.2796205499, 7767480.2524742931)","(1.6348577837045724, 45.103352249590131)",1.6348577837045724,45.10335224959013
N55,1591416.0338602513,7762335.6732314825,"(1591416.0338602513, 7762335.6732314825)","(1.6244631395046034, 45.057021248389965)",1.6244631395046034,45.057021248389965
N56,1590682.8607795208,7759993.647213156,"(1590682.8607795208, 7759993.6472131563)","(1.6157183221046321, 45.035877926689899)",1.615718322104632,45.0358779266899
N57,1591423.1390350603,7760803.127610203,"(1591423.1390350603, 7760803.1276102029)","(1.6249047490045998, 45.043265128489942)",1.6249047490045998,45.04326512848994
N58,1590378.3059394557,7775888.975129376,"(1590378.3059394557, 7775888.9751293762)","(1.6081727279046654, 45.178523736390368)",1.6081727279046654,45.17852373639037
N59,1589994.077486318,7776557.509312851,"(1589994.0774863181, 7776557.5093128514)","(1.6031392503046857, 45.184462365690358)",1.6031392503046857,45.18446236569036
N60,1586698.510856172,7775844.296492122,"(1586698.5108561721, 7775844.2964921221)","(1.5614734412048235, 45.177506704090355)",1.5614734412048235,45.177506704090355
N61,1589490.9631304198,7776021.166859155,"(1589490.9631304198, 7776021.1668591546)","(1.596877992604707, 45.179563864790339)",1.596877992604707,45.17956386479034
N62,1587740.772347148,7777652.382554517,"(1587740.772347148, 7777652.3825545171)","(1.5742722572047827, 45.193915872090408)",1.5742722572047827,45.19391587209041
N63,1586786.1695755671,7775684.1325125955,"(1586786.1695755671, 7775684.1325125955)","(1.562624627304823, 45.176083707190351)",1.562624627304823,45.17608370719035
N64,1586963.6131860763,7773923.9830895625,"(1586963.6131860763, 7773923.9830895625)","(1.5652992133048114, 45.160311861790277)",1.5652992133048114,45.16031186179028
N65,1597336.4699341177,7762492.20864714,"(1597336.4699341177, 7762492.2086471403)","(1.6994138945043518, 45.059363302589986)",1.6994138945043518,45.059363302589986
N66,1594995.4470598327,7761865.550011116,"(1594995.4470598327, 7761865.5500111161)","(1.6699018833044517, 45.053373678589942)",1.6699018833044517,45.05337367858994
N67,1589327.0704352835,7766140.684747415,"(1589327.0704352835, 7766140.6847474147)","(1.5971155619046966, 45.090835359990074)",1.5971155619046966,45.09083535999007
N68,1589189.4666815351,7763996.251199193,"(1589189.4666815351, 7763996.2511991933)","(1.5958744134046994, 45.071562027790016)",1.5958744134046994,45.071562027790016
N69,1582837.9448623483,7767411.175142475,"(1582837.9448623483, 7767411.1751424754)","(1.5145650644049735, 45.101132257790113)",1.5145650644049735,45.10113225779011
N70,1587782.1721545083,7785579.503015424,"(1587782.1721545083, 7785579.5030154241)","(1.5729055744047926, 45.265093933690622)",1.5729055744047926,45.26509393369062
N71,1587734.8251499797,7785763.308567162,"(1587734.8251499797, 7785763.3085671617)","(1.5722596400047959, 45.266736233390631)",1.572259640004796,45.26673623339063
N72,1587420.9182341192,7788258.082204417,"(1587420.9182341192, 7788258.0822044173)","(1.5676699072048141, 45.28908263329069)",1.5676699072048141,45.28908263329069
N73,1587358.9095866494,7788480.09364957,"(1587358.9095866494, 7788480.0936495699)","(1.5668278476048156, 45.291065490390707)",1.5668278476048156,45.29106549039071
N74,1587571.0805479607,7786349.997721463,"(1587571.0805479607, 7786349.9977214634)","(1.5700371729048048, 45.271976148290648)",1.5700371729048048,45.27197614829065
N75,1587640.656323015,7786396.427197415,"(1587640.656323015, 7786396.4271974154)","(1.5709107701047991, 45.272404780990648)",1.570910770104799,45.27240478099065
N76,1586852.7393428527,7786249.632336386,"(1586852.7393428527, 7786249.6323363855)","(1.5609270997048361, 45.270953128690628)",1.5609270997048361,45.27095312869063
N77,1586347.6910228997,7785821.609339219,"(1586347.6910228997, 7785821.6093392186)","(1.554608784804858, 45.267023980390633)",1.554608784804858,45.26702398039063
N78,1586207.2820014067,7785176.69344606,"(1586207.2820014067, 7785176.6934460597)","(1.5529798586048631, 45.261209636590593)",1.552979858604863,45.26120963659059
N79,1593059.8123740137,7761208.469102976,"(1593059.8123740137, 7761208.4691029759)","(1.6455367408045289, 45.047167923489923)",1.645536740804529,45.04716792348992
N80,1584207.332302513,7789949.440620474,"(1584207.3323025131, 7789949.4406204736)","(1.5263763051049544, 45.303716471290741)",1.5263763051049544,45.30371647129074
N81,1598508.8803247518,7770174.054713442,"(1598508.8803247518, 7770174.054713442)","(1.712613478904317, 45.128504956390202)",1.712613478904317,45.1285049563902
N82,1600400.1439918962,7772382.450401229,"(1600400.1439918962, 7772382.4504012289)","(1.7361328323042338, 45.148616654190242)",1.7361328323042338,45.14861665419024
N83,1600331.264555334,7770012.699529167,"(1600331.2645553341, 7770012.6995291673)","(1.7357596831042357, 45.127331348090181)",1.7357596831042357,45.12733134809018
N84,1599617.6500691834,7770752.933467998,"(1599617.6500691834, 7770752.9334679982)","(1.7265520985042693, 45.133869833290184)",1.7265520985042693,45.133869833290184
N85,1600991.979281626,7770367.299342421,"(1600991.9792816259, 7770367.2993424209)","(1.7440645277042093, 45.130613294990184)",1.7440645277042093,45.130613294990184
N86,1598045.2707057705,7769445.028824319,"(1598045.2707057705, 7769445.0288243191)","(1.7068913575043323, 45.121889324090155)",1.7068913575043323,45.121889324090155
N87,1580458.3653969113,7770188.951999303,"(1580458.3653969113, 7770188.951999303)","(1.4837002576050793, 45.125646035190194)",1.4837002576050793,45.125646035190194
N88,1585820.0832456134,7771051.59135468,"(1585820.0832456134, 7771051.5913546802)","(1.5514841511048534, 45.134330147690186)",1.5514841511048534,45.134330147690186
N89,1591159.2478714634,7772784.2348954575,"(1591159.2478714634, 7772784.2348954575)","(1.6188029897046263, 45.150778324290258)",1.6188029897046263,45.15077832429026
N90,1592103.6670218415,7772644.646300484,"(1592103.6670218415, 7772644.6463004844)","(1.6308170714045946, 45.149678756490239)",1.6308170714045946,45.14967875649024
N91,1591949.738118618,7772140.969457065,"(1591949.738118618, 7772140.9694570648)","(1.628979586704594, 45.145132002190259)",1.628979586704594,45.14513200219026
N92,1580252.4382771496,7767530.17716555,"(1580252.4382771496, 7767530.1771655502)","(1.4817632870050859, 45.1017413077901)",1.4817632870050859,45.1017413077901
N93,1580818.1355892557,7764393.55413146,"(1580818.1355892557, 7764393.5541314604)","(1.4897247137050542, 45.073685887190017)",1.4897247137050542,45.07368588719002
N94,1595346.870791696,7758533.889600703,"(1595346.870791696, 7758533.8896007026)","(1.6750889392044301, 45.023521381789841)",1.6750889392044301,45.02352138178984
N95,1594795.5741302138,7759807.97366372,"(1594795.5741302138, 7759807.9736637203)","(1.6678279186044556, 45.03487178848988)",1.6678279186044556,45.03487178848988
N96,1594483.4901966301,7758490.898069516,"(1594483.4901966301, 7758490.8980695158)","(1.6641703438044666, 45.022999632089871)",1.6641703438044666,45.02299963208987
N97,1594213.5546909997,7758563.60120513,"(1594213.5546909997, 7758563.6012051301)","(1.6607374565044792, 45.023609561589815)",1.6607374565044792,45.023609561589815
N98,1592017.5962514272,7763853.0122803515,"(1592017.5962514272, 7763853.0122803515)","(1.6317356475045792, 45.070739811790006)",1.6317356475045792,45.070739811790006
N99,1594761.6961892701,7761745.675152426,"(1594761.6961892701, 7761745.6751524257)","(1.6669682174044611, 45.052260769289951)",1.666968217404461,45.05226076928995
N100,1593114.3531041627,7762522.634039604,"(1593114.3531041627, 7762522.6340396041)","(1.6459305336045316, 45.058973678389982)",1.6459305336045316,45.05897367838998
N101,1595318.8985712514,7780377.058536137,"(1595318.8985712514, 7780377.0585361375)","(1.6698902243044627, 45.219613322890481)",1.6698902243044627,45.21961332289048
N102,1588222.79394533,7770375.324232002,"(1588222.79394533, 7770375.3242320018)","(1.5821186110047523, 45.128666339090188)",1.5821186110047523,45.12866633909019
N103,1587329.1910791257,7770302.648759265,"(1587329.1910791257, 7770302.6487592654)","(1.5708033793047884, 45.127863461590195)",1.5708033793047884,45.127863461590195
N104,1589758.37852465,7774527.537989698,"(1589758.3785246499, 7774527.5379896984)","(1.6006221077046938, 45.16619875109032)",1.6006221077046938,45.16619875109032
N105,1590804.1833797684,7774150.2123356415,"(1590804.1833797684, 7774150.2123356415)","(1.6139817501046483, 45.162983496490291)",1.6139817501046483,45.16298349649029
N106,1591309.5762280766,7775055.67744545,"(1591309.5762280766, 7775055.6774454499)","(1.6201863956046256, 45.171195193690316)",1.6201863956046256,45.171195193690316
N107,1591719.1038412668,7774383.707192663,"(1591719.1038412668, 7774383.7071926631)","(1.6255385985046069, 45.165229104790299)",1.625538598504607,45.1652291047903
N108,1594691.9332714651,7774025.961749643,"(1594691.9332714651, 7774025.9617496431)","(1.6633461871044797, 45.162493966890302)",1.6633461871044797,45.1624939668903
N109,1585309.7581270162,7781568.715907295,"(1585309.7581270162, 7781568.7159072952)","(1.542450260804892, 45.228662151190534)",1.542450260804892,45.228662151190534
N110,1582131.6702359568,7781030.403632469,"(1582131.6702359568, 7781030.4036324685)","(1.5022065845050314, 45.223273711290496)",1.5022065845050314,45.223273711290496
N111,1582265.707910588,7782574.19562747,"(1582265.707910588, 7782574.1956274696)","(1.5035227478050255, 45.237157642990546)",1.5035227478050255,45.237157642990546
N112,1583115.010062969,7781069.078819792,"(1583115.0100629691, 7781069.0788197918)","(1.5146894056049895, 45.223794414990508)",1.5146894056049895,45.22379441499051
N113,1584575.0529171666,7784877.662301275,"(1584575.0529171666, 7784877.6623012749)","(1.5323026178049306, 45.258243464590599)",1.5323026178049306,45.2582434645906
N114,1584690.8838612179,7784947.533258245,"(1584690.8838612179, 7784947.5332582453)","(1.5337579537049251, 45.258890887390606)",1.533757953704925,45.258890887390606
N115,1583655.8308723047,7779680.121549697,"(1583655.8308723047, 7779680.1215496967)","(1.5219037292049615, 45.211419204790445)",1.5219037292049615,45.211419204790445
N116,1597089.1255552564,7772018.254460727,"(1597089.1255552564, 7772018.2544607269)","(1.6942054747043773, 45.144843846590199)",1.6942054747043773,45.1448438465902
N117,1578713.9089717858,7786136.233509969,"(1578713.9089717858, 7786136.233509969)","(1.4574695406051801, 45.268499817890628)",1.45746954060518,45.26849981789063
N118,1578989.2054644588,7782902.386634101,"(1578989.2054644588, 7782902.3866341012)","(1.4618030624051657, 45.239516122290553)",1.4618030624051657,45.23951612229055
N119,1581474.8657791882,7784853.046574083,"(1581474.8657791882, 7784853.0465740832)","(1.4928983147050663, 45.257477034490599)",1.4928983147050663,45.2574770344906
N120,1580807.1563219763,7787498.82542823,"(1580807.1563219763, 7787498.8254282298)","(1.4837384826050952, 45.281112269490691)",1.4837384826050952,45.28111226949069
N121,1581966.6491564258,7786913.531890643,"(1581966.6491564258, 7786913.5318906428)","(1.4986318475050475, 45.276064206190668)",1.4986318475050475,45.27606420619067
N122,1580948.082265394,7785807.149892856,"(1580948.082265394, 7785807.1498928564)","(1.485959868505085, 45.265949091390617)",1.485959868505085,45.26594909139062
N123,1579575.6142854968,7786139.9612970995,"(1579575.6142854968, 7786139.9612970995)","(1.4684248674051452, 45.268689950490646)",1.4684248674051452,45.268689950490646
N124,1579616.247494041,7785623.622584443,"(1579616.247494041, 7785623.6225844426)","(1.469073917305143, 45.264061496790617)",1.469073917305143,45.26406149679062
N125,1580257.462447598,7785267.42340844,"(1580257.4624475981, 7785267.4234084403)","(1.4773169313051142, 45.260979261690629)",1.4773169313051142,45.26097926169063
N126,1579307.835184455,7785592.471675816,"(1579307.8351844549, 7785592.471675816)","(1.4651608983051565, 45.263725898190607)",1.4651608983051565,45.26372589819061
N127,1580718.4607991297,7782357.482171447,"(1580718.4607991297, 7782357.482171447)","(1.4839164574050892, 45.23493631889054)",1.4839164574050892,45.23493631889054
N128,1581183.7872045713,7784476.298949306,"(1581183.7872045713, 7784476.2989493059)","(1.4892934105050741, 45.254042566490561)",1.4892934105050741,45.25404256649056
N129,1580948.5450549794,7788463.251814731,"(1580948.5450549794, 7788463.2518147314)","(1.4852918658050913, 45.289796654390713)",1.4852918658050913,45.28979665439071
N130,1597534.5513580313,7776342.09007379,"(1597534.5513580313, 7776342.0900737904)","(1.6989160051043641, 45.183731421090329)",1.6989160051043641,45.18373142109033
N131,1596734.6011309389,7775990.724701268,"(1596734.6011309389, 7775990.7247012677)","(1.6888374727043973, 45.180453273290354)",1.6888374727043973,45.180453273290354
N132,1597627.9135542584,7776360.25337144,"(1597627.9135542584, 7776360.2533714399)","(1.7000973174043617, 45.18390885289034)",1.7000973174043617,45.18390885289034
N133,1601113.331799404,7771402.367818209,"(1601113.331799404, 7771402.3678182093)","(1.7453866537042058, 45.139923881290215)",1.7453866537042058,45.139923881290215
N134,1597944.0289439398,7768073.817496632,"(1597944.0289439398, 7768073.8174966322)","(1.7059039730043359, 45.109563798890115)",1.705903973004336,45.109563798890115
N135,1598246.417593022,7768259.392091979,"(1598246.4175930221, 7768259.3920919793)","(1.709697608204322, 45.111275997490111)",1.709697608204322,45.11127599749011
N136,1598516.9968683037,7768643.899323218,"(1598516.9968683037, 7768643.8993232176)","(1.7130454243043112, 45.114769139290146)",1.7130454243043112,45.114769139290146
N137,1598629.9588822343,7768228.740285292,"(1598629.9588822343, 7768228.7402852923)","(1.714566813604306, 45.111059240290125)",1.714566813604306,45.111059240290125
N138,1597996.4663858712,7770781.139280607,"(1597996.4663858712, 7770781.139280607)","(1.7059836573043348, 45.133876916190196)",1.7059836573043348,45.1338769161902
N139,1599546.87770604,7770579.224306707,"(1599546.8777060399, 7770579.2243067073)","(1.7256914378042696, 45.13229966549018)",1.7256914378042696,45.13229966549018
N140,1601182.6518835428,7771791.5455081025,"(1601182.6518835428, 7771791.5455081025)","(1.7461844419042036, 45.143428120290245)",1.7461844419042036,45.143428120290245
N141,1595221.592893528,7769719.879971422,"(1595221.5928935281, 7769719.8799714223)","(1.6710243844044528, 45.123918979490142)",1.6710243844044528,45.12391897949014
N142,1597634.6911496173,7758205.868971289,"(1597634.6911496173, 7758205.8689712891)","(1.7041179899043326, 45.020931388289846)",1.7041179899043326,45.020931388289846
N143,1598391.6179665818,7758295.831810012,"(1598391.6179665818, 7758295.8318100125)","(1.7136790829043025, 45.021854523789827)",1.7136790829043025,45.02185452378983
N144,1583276.846180999,7771385.544158694,"(1583276.846180999, 7771385.5441586943)","(1.5191454531049589, 45.136887585090207)",1.5191454531049589,45.13688758509021
N145,1582338.7500861802,7770852.370721419,"(1582338.7500861802, 7770852.3707214193)","(1.5073799605049978, 45.131936214090196)",1.5073799605049978,45.131936214090196
N146,1580139.7087839926,7771378.810963863,"(1580139.7087839926, 7771378.8109638626)","(1.4793571332050954, 45.136270326290202)",1.4793571332050954,45.1362703262902
N147,1582969.2606370726,7769927.365560626,"(1582969.2606370726, 7769927.3655606257)","(1.5156058251049744, 45.123743279690181)",1.5156058251049744,45.12374327969018
N148,1585703.1991709527,7771268.566304679,"(1585703.1991709527, 7771268.566304679)","(1.5499491194048596, 45.136257968090213)",1.5499491194048596,45.13625796809021
N149,1585812.762968195,7770178.796703458,"(1585812.7629681949, 7770178.7967034578)","(1.5516025342048483, 45.12649356649019)",1.5516025342048483,45.12649356649019
N150,1585682.6293146077,7769458.488553089,"(1585682.6293146077, 7769458.4885530891)","(1.5501267430048589, 45.120004896790171)",1.5501267430048589,45.12000489679017
N151,1584695.4433372177,7771140.322681218,"(1584695.4433372177, 7771140.3226812184)","(1.5371985058049047, 45.134933099590171)",1.5371985058049047,45.13493309959017
N152,1586744.9716101594,7768716.887135099,"(1586744.9716101594, 7768716.8871350987)","(1.5637749921048121, 45.113528711090147)",1.563774992104812,45.11352871109015
N153,1588554.8250951192,7771674.942605812,"(1588554.8250951192, 7771674.9426058121)","(1.5860223953047392, 45.140389127290234)",1.5860223953047392,45.140389127290234
N154,1588461.1113763351,7770776.921239507,"(1588461.1113763351, 7770776.9212395074)","(1.5850460025047421, 45.132311541590184)",1.5850460025047421,45.132311541590184
N155,1588285.3120350875,7770328.985397078,"(1588285.3120350875, 7770328.9853970781)","(1.5829224327047469, 45.128260820390167)",1.5829224327047469,45.12826082039017
N156,1588682.771341168,7771640.657647487,"(1588682.7713411681, 7771640.6576474868)","(1.5876534498047361, 45.140102719990239)",1.587653449804736,45.14010271999024
N157,1588508.0515762672,7768649.909551191,"(1588508.0515762672, 7768649.9095511911)","(1.5861438068047327, 45.113224580090147)",1.5861438068047327,45.11322458009015
N158,1589822.946182328,7780067.266504384,"(1589822.946182328, 7780067.2665043836)","(1.600144999804699, 45.215944632090462)",1.600144999804699,45.21594463209046
N159,1587854.5668190129,7783604.961712376,"(1587854.5668190129, 7783604.9617123762)","(1.5742975388047871, 45.247377929790574)",1.574297538804787,45.247377929790574
N160,1588320.216393795,7783893.106950714,"(1588320.2163937951, 7783893.1069507143)","(1.5801474437047689, 45.250043360190588)",1.580147443704769,45.25004336019059
N161,1588538.0017579729,7784036.321439511,"(1588538.0017579729, 7784036.3214395111)","(1.5828816523047589, 45.251365733090594)",1.5828816523047589,45.251365733090594
N162,1589624.686694946,7783355.683852407,"(1589624.6866949459, 7783355.6838524071)","(1.5968544355047127, 45.245435968590549)",1.5968544355047127,45.24543596859055
N163,1589325.5916097614,7780293.832266944,"(1589325.5916097614, 7780293.8322669445)","(1.5937739849047199, 45.217896231590494)",1.5937739849047199,45.217896231590494
N164,1590885.8318661985,7779934.945876832,"(1590885.8318661985, 7779934.9458768321)","(1.613677179004652, 45.21493177389047)",1.613677179004652,45.21493177389047
N165,1590889.604255395,7779698.433988792,"(1590889.604255395, 7779698.4339887919)","(1.6137799618046509, 45.212808957290441)",1.6137799618046509,45.21280895729044
N166,1589783.7562278192,7785442.253302291,"(1589783.7562278192, 7785442.253302291)","(1.5983864664047089, 45.264196491890601)",1.598386466404709,45.2641964918906
N167,1590290.958861163,7787050.55430938,"(1590290.9588611629, 7787050.5543093802)","(1.6044591411046882, 45.278720666090656)",1.6044591411046882,45.278720666090656
N168,1590502.1774661865,7786810.279517892,"(1590502.1774661865, 7786810.2795178918)","(1.6072013872046811, 45.276598155690664)",1.607201387204681,45.276598155690664
N169,1592909.343409869,7786764.797759856,"(1592909.3434098689, 7786764.7977598561)","(1.6378239710045777, 45.27658200399064)",1.6378239710045777,45.27658200399064
N170,1593690.0890718347,7776283.062789093,"(1593690.0890718347, 7776283.0627890928)","(1.6501232877045267, 45.182598772090365)",1.6501232877045267,45.182598772090365
N171,1592130.6965858366,7781244.812403892,"(1592130.6965858366, 7781244.8124038922)","(1.6291895637046039, 45.226895010490509)",1.6291895637046039,45.22689501049051
N172,1592323.6688104814,7776926.446013187,"(1592323.6688104814, 7776926.4460131871)","(1.6326296802045861, 45.188155463690364)",1.632629680204586,45.188155463690364
N173,1598413.9808917919,7760041.605673138,"(1598413.9808917919, 7760041.6056731381)","(1.7135876650043038, 45.037529303789889)",1.7135876650043038,45.03752930378989
N174,1598805.4517426372,7759996.847237752,"(1598805.4517426372, 7759996.8472377518)","(1.7185535935042833, 45.037186954589892)",1.7185535935042833,45.03718695458989
N175,1597559.4434607832,7759122.504470081,"(1597559.4434607832, 7759122.5044700811)","(1.7029673472043394, 45.029148204289861)",1.7029673472043394,45.02914820428986
N176,1593189.6409682084,7787525.51939498,"(1593189.6409682084, 7787525.5193949798)","(1.6412153753045664, 45.283457430990666)",1.6412153753045664,45.283457430990666
N177,1593131.8719764408,7787913.785815101,"(1593131.8719764408, 7787913.7858151011)","(1.6403921747045696, 45.286934303190669)",1.6403921747045696,45.28693430319067
N178,1587556.6938366147,7787575.489200036,"(1587556.6938366147, 7787575.489200036)","(1.5695605742048062, 45.282976869690685)",1.5695605742048062,45.282976869690685
N179,1588811.0609067846,7789101.084247801,"(1588811.0609067846, 7789101.0842478015)","(1.5851525367047554, 45.296885789590725)",1.5851525367047554,45.296885789590725
N180,1594268.4385477018,7784377.845445032,"(1594268.4385477018, 7784377.8454450322)","(1.6556454106045124, 45.255367974990598)",1.6556454106045124,45.2553679749906
N181,1594567.2845459601,7784262.820771567,"(1594567.2845459601, 7784262.8207715666)","(1.6594702064045028, 45.254382671290571)",1.6594702064045028,45.25438267129057
N182,1585605.5708021305,7767472.922253837,"(1585605.5708021305, 7767472.9222538369)","(1.5496307154048561, 45.102167023490139)",1.549630715404856,45.10216702349014
N183,1586238.1962083124,7767393.731955533,"(1586238.1962083124, 7767393.7319555329)","(1.557668702504829, 45.101564340790119)",1.557668702504829,45.10156434079012
N184,1587048.6651745532,7766941.042457458,"(1587048.6651745532, 7766941.0424574576)","(1.5680500502047958, 45.097638276490088)",1.5680500502047958,45.09763827649009
N185,1587075.1869774635,7766989.896955117,"(1587075.1869774635, 7766989.8969551167)","(1.5683745243047986, 45.098081336290086)",1.5683745243047986,45.098081336290086
N186,1586330.2537518162,7765308.180990029,"(1586330.2537518162, 7765308.1809900291)","(1.5593373046048238, 45.082858103990013)",1.5593373046048238,45.08285810399001
N187,1587761.5928685013,7766372.032642677,"(1587761.5928685013, 7766372.0326426774)","(1.5772213072047629, 45.092650605990109)",1.577221307204763,45.09265060599011
N188,1588708.7803660224,7766359.019142096,"(1588708.7803660224, 7766359.0191420959)","(1.5892285220047231, 45.092692488090087)",1.589228522004723,45.09269248809009
N189,1588168.244609584,7763121.777514995,"(1588168.2446095841, 7763121.7775149951)","(1.5831438663047412, 45.063541684589971)",1.5831438663047412,45.06354168458997
N190,1587344.1572194556,7760813.604487999,"(1587344.1572194556, 7760813.6044879993)","(1.5732550473047737, 45.042683407689907)",1.5732550473047737,45.04268340768991
N191,1586563.4047463897,7762169.914315264,"(1586563.4047463897, 7762169.9143152637)","(1.5630443595048098, 45.054726270089965)",1.5630443595048098,45.054726270089965
N192,1586448.0752918953,7762982.040933643,"(1586448.0752918953, 7762982.0409336425)","(1.561388847204815, 45.061996863789979)",1.561388847204815,45.06199686378998
N193,1589488.0090939966,7760412.328711743,"(1589488.0090939966, 7760412.3287117425)","(1.6004936108046821, 45.039439588189893)",1.600493610804682,45.03943958818989
N194,1589092.1159120754,7766200.039851091,"(1589092.1159120754, 7766200.0398510909)","(1.5941240387047058, 45.091329170290059)",1.5941240387047058,45.09132917029006
N195,1589574.6807756275,7766993.206901112,"(1589574.6807756275, 7766993.2069011116)","(1.6000542868046876, 45.098529558990094)",1.6000542868046876,45.098529558990094
N196,1588105.879425647,7764093.63583814,"(1588105.879425647, 7764093.6358381398)","(1.5821239687047444, 45.072255420790007)",1.5821239687047444,45.07225542079001
N197,1588581.9219962226,7765469.327429588,"(1588581.9219962226, 7765469.327429588)","(1.5878305552047283, 45.084684543390047)",1.5878305552047283,45.08468454339005
N198,1580917.4929727786,7775192.616469201,"(1580917.4929727786, 7775192.6164692007)","(1.4882587200050694, 45.170647578290314)",1.4882587200050694,45.170647578290314
N199,1580827.2301645724,7778615.114452829,"(1580827.2301645724, 7778615.1144528287)","(1.4862469020050788, 45.201357288090399)",1.4862469020050788,45.2013572880904
N200,1582076.607085053,7778025.354937031,"(1582076.6070850531, 7778025.3549370309)","(1.5022603390050249, 45.196285086790425)",1.5022603390050249,45.196285086790425
N201,1585084.963911471,7777766.2600019,"(1585084.963911471, 7777766.2600018997)","(1.5405230619048971, 45.194485100690393)",1.540523061904897,45.19448510069039
N202,1585192.8624605928,7777722.315572123,"(1585192.8624605928, 7777722.315572123)","(1.5419038072048901, 45.194109192690398)",1.54190380720489,45.1941091926904
N203,1585939.43517503,7777617.038750007,"(1585939.43517503, 7777617.0387500068)","(1.5514087780048609, 45.193292368590392)",1.5514087780048609,45.19329236859039
N204,1581873.4541677793,7776150.950063585,"(1581873.4541677793, 7776150.9500635853)","(1.500151058405029, 45.179421303390356)",1.500151058405029,45.179421303390356
N205,1584060.5154882225,7777549.126833166,"(1584060.5154882225, 7777549.126833166)","(1.527568797104939, 45.192358101390383)",1.527568797104939,45.19235810139038
N206,1580886.326877114,7778083.069003913,"(1580886.3268771139, 7778083.0690039126)","(1.4871320203050751, 45.196591310290401)",1.487132020305075,45.1965913102904
N207,1579469.602931432,7788282.299102159,"(1579469.602931432, 7788282.2991021592)","(1.4665266667051535, 45.287905361790706)",1.4665266667051535,45.287905361790706
N208,1597819.7775018485,7766365.259964193,"(1597819.7775018485, 7766365.2599641932)","(1.7046983590043376, 45.094206423990059)",1.7046983590043376,45.09420642399006
N209,1598423.8007718865,7767458.33567492,"(1598423.8007718865, 7767458.3356749201)","(1.7121188210043139, 45.104111613190099)",1.712118821004314,45.1041116131901
N210,1582693.444292685,7781036.428479257,"(1582693.444292685, 7781036.428479257)","(1.5093418984050024, 45.223427086790494)",1.5093418984050024,45.223427086790494
N211,1594192.8770720277,7759924.5757441865,"(1594192.8770720277, 7759924.5757441865)","(1.6601716708044831, 45.035823268489878)",1.6601716708044831,45.03582326848988
N212,1588279.7709963613,7777951.607661639,"(1588279.7709963613, 7777951.6076616393)","(1.5810450895047603, 45.196692959290417)",1.5810450895047603,45.19669295929042
N213,1581018.2213899686,7767463.18324507,"(1581018.2213899686, 7767463.1832450703)","(1.4914866907050524, 45.101276969290097)",1.4914866907050524,45.1012769692901
N214,1593456.368533469,7761557.390562657,"(1593456.368533469, 7761557.3905626573)","(1.6504797565045122, 45.050363520289949)",1.6504797565045122,45.05036352028995
N215,1600664.109531814,7765089.905293846,"(1600664.109531814, 7765089.9052938456)","(1.7410163111042156, 45.083186808190064)",1.7410163111042156,45.083186808190064
N216,1582140.265441574,7782719.919961392,"(1582140.2654415739, 7782719.9199613919)","(1.5018921611050291, 45.238443752490554)",1.501892161105029,45.238443752490554
N217,1581753.878511209,7783220.371414144,"(1581753.878511209, 7783220.3714141436)","(1.496856165005046, 45.242868274190556)",1.496856165005046,45.242868274190556
N218,1587568.3320192683,7781628.04323052,"(1587568.3320192683, 7781628.0432305196)","(1.5711324846047992, 45.229580341890518)",1.5711324846047992,45.22958034189052
N219,1586723.558775671,7774606.557937375,"(1586723.5587756711, 7774606.5579373753)","(1.5620890040048208, 45.166398963490316)",1.5620890040048208,45.166398963490316
N220,1598406.2411157796,7764085.934525606,"(1598406.2411157796, 7764085.9345256062)","(1.712621258004311, 45.073833984189989)",1.712621258004311,45.07383398418999
N221,1598399.2081071446,7764135.931363088,"(1598399.2081071446, 7764135.9313630881)","(1.7125214104043109, 45.074281741989999)",1.712521410404311,45.07428174199
N222,1598649.1788661748,7763538.267487994,"(1598649.1788661748, 7763538.2674879944)","(1.7158165203042974, 45.068954452589992)",1.7158165203042974,45.06895445258999
N223,1597764.0641231628,7766408.876854893,"(1597764.0641231628, 7766408.8768548928)","(1.7039827995043391, 45.094589448890105)",1.703982799504339,45.094589448890105
N224,1596511.6951813789,7764100.517415504,"(1596511.6951813789, 7764100.517415504)","(1.6886154359043883, 45.073673763889992)",1.6886154359043883,45.07367376388999
N225,1597428.9139429277,7765082.0985938255,"(1597428.9139429277, 7765082.0985938255)","(1.7000230051043514, 45.082627186290026)",1.7000230051043514,45.082627186290026
N226,1594737.7519574643,7770166.380366665,"(1594737.7519574643, 7770166.3803666653)","(1.66478916810447, 45.127851209690171)",1.66478916810447,45.12785120969017
N227,1594083.7827223653,7769786.715723236,"(1594083.7827223653, 7769786.7157232361)","(1.6565807627045013, 45.124339187690154)",1.6565807627045013,45.124339187690154
N228,1595074.9745860333,7767877.281147834,"(1595074.9745860333, 7767877.2811478339)","(1.6695746413044577, 45.10735414699014)",1.6695746413044577,45.10735414699014
N229,1590328.587983056,7776855.958088394,"(1590328.587983056, 7776855.9580883943)","(1.6073164118046714, 45.187196985390386)",1.6073164118046714,45.187196985390386
N230,1586866.7487401722,7775622.2380794175,"(1586866.7487401722, 7775622.2380794175)","(1.563662291204817, 45.175541731290345)",1.563662291204817,45.175541731290345
