,GeoPoint,Shape,x,y,node,xyGPS,xGPS,yGPS
LV932,"7773294.45319, 1585492.73721","[1585492.737214829, 7773294.453188902]",1585492.73721,7773294.45319,N3520,"(1.5467877623048703, 45.154409046090279)",1.5467877623048703,45.15440904609028
LV933,"7772618.46297, 1582527.03921","[1582527.0392071079, 7772618.462966339]",1582527.03921,7772618.46297,N3521,"(1.509328062204996, 45.147824115290256)",1.509328062204996,45.147824115290256
LV934,"7772049.75557, 1582983.56623","[1582983.5662329886, 7772049.755573938]",1582983.56623,7772049.75557,N3522,"(1.5152608000049748, 45.142798970590242)",1.5152608000049748,45.14279897059024
LV935,"7772219.79955, 1584588.59119","[1584588.5911923083, 7772219.799551101]",1584588.59119,7772219.79955,N3523,"(1.5355791312049076, 45.144605425790225)",1.5355791312049076,45.144605425790225
LV936,"7772367.45014, 1585497.92281","[1585497.9228169038, 7772367.450135512]",1585497.92281,7772367.45014,N3524,"(1.5470786881048708, 45.146087817590242)",1.5470786881048708,45.14608781759024
LV937,"7771962.26539, 1586026.18583","[1586026.1858269253, 7771962.265390307]",1586026.18583,7771962.26539,N3525,"(1.5538781400048476, 45.142540873290223)",1.5538781400048476,45.14254087329022
LV938,"7771151.1168, 1580760.23406","[1580760.2340564576, 7771151.116803086]",1580760.23406,7771151.1168,N3526,"(1.4872850742050678, 45.134337583390206)",1.4872850742050678,45.134337583390206
LV939,"7771138.56178, 1579277.2756","[1579277.275603115, 7771138.561784438]",1579277.2756,7771138.56178,N3527,"(1.4684800607051329, 45.133957916790195)",1.468480060705133,45.133957916790195
LV940,"7770959.43854, 1586130.87","[1586130.869995723, 7770959.438536143]",1586130.87,7770959.43854,N3528,"(1.5554481619048415, 45.133556031490222)",1.5554481619048415,45.13355603149022
LV941,"7774956.65126, 1581513.84668","[1581513.8466784523, 7774956.6512612775]",1581513.84668,7774956.65126,N3529,"(1.4958867315050428, 45.168635561190342)",1.4958867315050428,45.16863556119034
LV942,"7770738.16469, 1582010.65586","[1582010.6558584515, 7770738.164691933]",1582010.65586,7770738.16469,N3530,"(1.5032474801050164, 45.130852966790208)",1.5032474801050164,45.13085296679021
LV943,"7770790.93291, 1584885.6066","[1584885.6065966599, 7770790.932911638]",1584885.6066,7770790.93291,N3531,"(1.5396956531048933, 45.131829399890201)",1.5396956531048933,45.1318293998902
LV944,"7769640.82858, 1584256.76521","[1584256.7652029255, 7769640.828582134]",1584256.76521,7769640.82858,N3532,"(1.5320024487049184, 45.121395771890178)",1.5320024487049184,45.12139577189018
LV945,"7774805.76278, 1584322.68789","[1584322.6878904453, 7774805.762779204]",1584322.68789,7774805.76278,N3533,"(1.5315713923049243, 45.167774706190301)",1.5315713923049243,45.1677747061903
LV946,"7773783.04795, 1583814.29987","[1583814.2998776548, 7773783.047945615]",1583814.29987,7773783.04795,N3534,"(1.5253715922049444, 45.158504789790278)",1.5253715922049444,45.15850478979028
LV947,"7772063.38231, 1585227.45476","[1585227.4547620271, 7772063.382309164]",1585227.45476,7772063.38231,N3535,"(1.5437215542048817, 45.14331155069025)",1.5437215542048817,45.14331155069025
LV948,"7772849.42614, 1586027.62846","[1586027.6284552366, 7772849.426137193]",1586027.62846,7772849.42614,N3536,"(1.5536820111048466, 45.150505542990253)",1.5536820111048466,45.15050554299025
LV949,"7770838.27305, 1585070.45206","[1585070.452055112, 7770838.27305157]",1585070.45206,7770838.27305,N3537,"(1.5420284343048858, 45.132286284090199)",1.5420284343048858,45.1322862840902
LV950,"7774441.1796, 1585305.19388","[1585305.1938742523, 7774441.17959556]",1585305.19388,7774441.1796,N3538,"(1.5441291733048814, 45.164671544290314)",1.5441291733048814,45.164671544290314
LV951,"7773317.35792, 1581401.74537","[1581401.7453648667, 7773317.357924231]",1581401.74537,7773317.35792,N3539,"(1.4948765720050459, 45.153898985790292)",1.4948765720050459,45.15389898579029
LV952,"7772449.2025, 1583486.04603","[1583486.0460297514, 7772449.202495465]",1583486.04603,7772449.2025,N3540,"(1.5215361039049562, 45.146472986990247)",1.5215361039049562,45.14647298699025
LV953,"7774586.5306, 1585768.61485","[1585768.6148467269, 7774586.530597064]",1585768.61485,7774586.5306,N3541,"(1.5499749066048623, 45.166056079490296)",1.5499749066048623,45.166056079490296
LV954,"7771034.86497, 1582746.36524","[1582746.365237618, 7771034.864965944]",1582746.36524,7771034.86497,N3542,"(1.5125041787049831, 45.133646335890219)",1.512504178704983,45.13364633589022
LV955,"7773589.00818, 1580579.21569","[1580579.215692052, 7773589.00817703]",1580579.21569,7773589.00818,N3543,"(1.4843718415050819, 45.156190755890279)",1.484371841505082,45.15619075589028
LV956,"7773544.36702, 1585977.13407","[1585977.1340653396, 7773544.3670225]",1585977.13407,7773544.36702,N3544,"(1.5528733010048528, 45.156735727290297)",1.5528733010048528,45.1567357272903
LV957,"7772506.80353, 1584148.39613","[1584148.3961298368, 7772506.80353399]",1584148.39613,7772506.80353,N3545,"(1.5299245096049283, 45.147105580990242)",1.5299245096049283,45.14710558099024
LV958,"7788844.30573, 1590515.9531","[1590515.9531027004, 7788844.30572973]",1590515.9531,7788844.30573,N3546,"(1.6069018472046823, 45.294863367190715)",1.6069018472046823,45.294863367190715
LV959,"7772199.01601, 1591792.54423","[1591792.5442358963, 7772199.016013894]",1591792.54423,7772199.01601,N3547,"(1.6269721111046016, 45.145627612090244)",1.6269721111046016,45.145627612090244
LV960,"7758414.76666, 1595863.93826","[1595863.9382605792, 7758414.766658169]",1595863.93826,7758414.76666,N3548,"(1.68165989300441, 45.022532873489837)",1.68165989300441,45.02253287348984
LV961,"7761570.24949, 1593459.45844","[1593459.4584453262, 7761570.249489018]",1593459.45844,7761570.24949,N3549,"(1.6505159912045144, 45.050479445489948)",1.6505159912045144,45.05047944548995
LV962,"7760396.4785, 1594509.1698","[1594509.169798738, 7760396.478503239]",1594509.1698,7760396.4785,N3550,"(1.6640708893044696, 45.040109449589899)",1.6640708893044696,45.0401094495899
LV963,"7779608.49523, 1596773.84994","[1596773.8499332506, 7779608.495230154]",1596773.84994,7779608.49523,N3551,"(1.688542258904401, 45.212940231490442)",1.688542258904401,45.21294023149044
LV964,"7770162.23924, 1586503.60246","[1586503.6024574996, 7770162.239240885]",1586503.60246,7770162.23924,N3552,"(1.560367299104823, 45.126462907590209)",1.560367299104823,45.12646290759021
LV965,"7773286.98444, 1587738.99148","[1587738.9914797607, 7773286.984440673]",1587738.99148,7773286.98444,N3553,"(1.575290004904776, 45.154724279090289)",1.575290004904776,45.15472427909029
LV966,"7774907.5186, 1592661.24765","[1592661.2476531465, 7774907.518599526]",1592661.24765,7774907.5186,N3554,"(1.637375771304568, 45.170084265490303)",1.637375771304568,45.1700842654903
LV967,"7781503.39561, 1585141.31802","[1585141.31801403, 7781503.3956052]",1585141.31802,7781503.39561,N3555,"(1.5403261133049011, 45.228046639590509)",1.540326113304901,45.22804663959051
LV968,"7782439.83557, 1583321.51706","[1583321.5170580577, 7782439.835574016]",1583321.51706,7782439.83557,N3556,"(1.5169726778049797, 45.236137387290547)",1.5169726778049797,45.23613738729055
LV969,"7784686.5721, 1594467.7324","[1594467.732400409, 7784686.572103419]",1594467.7324,7784686.5721,N3557,"(1.6581094833045071, 45.258171564290613)",1.6581094833045071,45.25817156429061
LV970,"7785601.80515, 1594581.35854","[1594581.3585358604, 7785601.805148632]",1594581.35854,7785601.80515,N3558,"(1.6593484942045038, 45.266407131790615)",1.6593484942045038,45.266407131790615
LV971,"7767286.17556, 1587324.54521","[1587324.5452100304, 7767286.175560281]",1587324.54521,7767286.17556,N3559,"(1.5714643906047852, 45.100783220390113)",1.5714643906047852,45.10078322039011
LV972,"7766846.17681, 1595486.18833","[1595486.188330284, 7766846.176805676]",1595486.18833,7766846.17681,N3560,"(1.6750158423044379, 45.098162175390094)",1.675015842304438,45.098162175390094
LV973,"7763326.05604, 1598728.37221","[1598728.3722089664, 7763326.056041365]",1598728.37221,7763326.05604,N3561,"(1.7168652056042946, 45.067061432589995)",1.7168652056042946,45.067061432589995
LV974,"7765060.7251, 1597463.79113","[1597463.7911324976, 7765060.725098336]",1597463.79113,7765060.7251,N3562,"(1.7004695858043501, 45.082440673490034)",1.7004695858043501,45.082440673490034
LV975,"7769203.32497, 1594098.32732","[1594098.3273144166, 7769203.324966813]",1594098.32732,7769203.32497,N3563,"(1.6568961057045, 45.119104142890173)",1.6568961057045,45.11910414289017
LV976,"7767705.70295, 1594097.59668","[1594097.5966761129, 7767705.702953705]",1594097.59668,7767705.70295,N3564,"(1.6572227625044984, 45.105659335190111)",1.6572227625044984,45.10565933519011
LV977,"7768584.75455, 1590290.89745","[1590290.897455177, 7768584.7545522135]",1590290.89745,7768584.75455,N3565,"(1.6087625412046591, 45.112935396590125)",1.6087625412046591,45.112935396590125
LV978,"7770339.7053, 1594082.9829","[1594082.9829010973, 7770339.7052959595]",1594082.9829,7770339.7053,N3566,"(1.6564464990045011, 45.129303515290175)",1.6564464990045011,45.129303515290175
LV979,"7760893.61742, 1591563.91288","[1591563.9128774551, 7760893.617415749]",1591563.91288,7760893.61742,N3567,"(1.6266664910045943, 45.044100305289916)",1.6266664910045943,45.044100305289916
LV980,"7762891.76338, 1591211.33757","[1591211.3375673627, 7762891.763383931]",1591211.33757,7762891.76338,N3568,"(1.621742744704612, 45.061979842089976)",1.621742744704612,45.061979842089976
LV981,"7760207.06898, 1590299.15648","[1590299.1564768052, 7760207.068979375]",1590299.15648,7760207.06898,N3569,"(1.610811112604646, 45.037730805089886)",1.610811112604646,45.037730805089886
LV982,"7775655.14222, 1588305.84203","[1588305.842030633, 7775655.142219001]",1588305.84203,7775655.14222,N3570,"(1.5819209138047556, 45.176080055590326)",1.5819209138047556,45.176080055590326
LV983,"7774036.68901, 1588315.11241","[1588315.112410492, 7774036.689005202]",1588315.11241,7774036.68901,N3571,"(1.5824222350047525, 45.161551650190304)",1.5824222350047525,45.161551650190304
LV984,"7776624.62193, 1589996.71819","[1589996.71819493, 7776624.621934896]",1589996.71819,7776624.62193,N3572,"(1.6031570959046864, 45.185065329990351)",1.6031570959046864,45.18506532999035
LV985,"7776925.33593, 1590345.14861","[1590345.1486058405, 7776925.335931839]",1590345.14861,7776925.33593,N3573,"(1.6075105047046718, 45.187822580190399)",1.6075105047046718,45.1878225801904
LV986,"7777290.60332, 1588348.64197","[1588348.6419721951, 7777290.603315612]",1588348.64197,7777290.60332,N3574,"(1.5820764021047564, 45.190770087290375)",1.5820764021047564,45.190770087290375
LV987,"7774325.52132, 1586826.94222","[1586826.9422234532, 7774325.5213230485]",1586826.94222,7774325.52132,N3575,"(1.5634685193048161, 45.163893500190305)",1.5634685193048161,45.163893500190305
LV988,"7775172.33471, 1587336.86184","[1587336.8618360772, 7775172.334707672]",1587336.86184,7775172.33471,N3576,"(1.5697370251047953, 45.171582332690328)",1.5697370251047953,45.17158233269033
LV989,"7775381.48972, 1587109.19505","[1587109.195049917, 7775381.489721749]",1587109.19505,7775381.48972,N3577,"(1.5667973503048074, 45.173421508190351)",1.5667973503048074,45.17342150819035
LV990,"7773643.26408, 1588410.18116","[1588410.1811650933, 7773643.264075609]",1588410.18116,7773643.26408,N3578,"(1.5837217797047494, 45.158035567190282)",1.5837217797047494,45.15803556719028
LV991,"7773870.84608, 1587092.57856","[1587092.5785558296, 7773870.846075485]",1587092.57856,7773870.84608,N3579,"(1.5669484315048035, 45.159856691190285)",1.5669484315048035,45.159856691190285
LV992,"7775014.78327, 1589322.08276","[1589322.0827617028, 7775014.783271777]",1589322.08276,7775014.78327,N3580,"(1.5949706900047118, 45.170500743190317)",1.5949706900047118,45.17050074319032
LV993,"7775887.53494, 1586472.45406","[1586472.4540613126, 7775887.534939151]",1586472.45406,7775887.53494,N3581,"(1.5585935896048329, 45.177856386590328)",1.5585935896048329,45.17785638659033
LV994,"7763100.52504, 1595266.9282","[1595266.9281990987, 7763100.525038283]",1595266.9282,7763100.52504,N3582,"(1.6730666416044402, 45.064502608089988)",1.6730666416044402,45.06450260808999
LV995,"7762016.72538, 1595886.76714","[1595886.7671418684, 7762016.725381564]",1595886.76714,7762016.72538,N3583,"(1.6811567357044135, 45.054870372989946)",1.6811567357044135,45.054870372989946
LV996,"7760108.00889, 1595942.71138","[1595942.7113850391, 7760108.0088925995]",1595942.71138,7760108.00889,N3584,"(1.6822849005044092, 45.037744864289884)",1.6822849005044092,45.037744864289884
LV997,"7763808.64703, 1583328.93474","[1583328.9347381038, 7763808.647029332]",1583328.93474,7763808.64703,N3585,"(1.5216778040049477, 45.068879071490009)",1.5216778040049477,45.06887907149001
LV998,"7763213.98281, 1581927.53179","[1581927.531789395, 7763213.982811194]",1581927.53179,7763213.98281,N3586,"(1.5040738566050071, 45.063294523989988)",1.5040738566050071,45.06329452398999
LV999,"7764549.6953, 1582543.46373","[1582543.4637248872, 7764549.6953008715]",1582543.46373,7764549.6953,N3587,"(1.5115436777049833, 45.075393446790017)",1.5115436777049833,45.07539344679002
LV1000,"7764152.36874, 1600732.55828","[1600732.5582833043, 7764152.368742576]",1600732.55828,7764152.36874,N3588,"(1.7420805446042118, 45.074780504190016)",1.7420805446042118,45.07478050419002
LV1001,"7789211.41521, 1587050.27536","[1587050.2753659808, 7789211.415206311]",1587050.27536,7789211.41521,N3589,"(1.5627257791048308, 45.297579405690747)",1.5627257791048308,45.29757940569075
LV1002,"7786674.472, 1586535.16696","[1586535.1669561944, 7786674.472000714]",1586535.16696,7786674.472,N3590,"(1.5567862906048504, 45.274713417990654)",1.5567862906048504,45.274713417990654
LV1003,"7761164.13905, 1593344.82017","[1593344.8201674048, 7761164.139050927]",1593344.82017,7761164.13905,N3591,"(1.6491557666045191, 45.046815573889944)",1.6491557666045191,45.046815573889944
LV1004,"7761950.58598, 1599552.37306","[1599552.3730554495, 7761950.585982232]",1599552.37306,7761950.58598,N3592,"(1.7275955940042584, 45.054838292489933)",1.7275955940042584,45.05483829248993
LV1005,"7781337.52495, 1589903.73785","[1589903.7378542772, 7781337.524947926]",1589903.73785,7781337.52495,N3593,"(1.6008738522046964, 45.227362600990503)",1.6008738522046964,45.2273626009905
LV1006,"7784339.75899, 1589039.4607","[1589039.4607029632, 7784339.758993022]",1589039.4607,7784339.75899,N3594,"(1.5891840008047369, 45.254173983390586)",1.5891840008047369,45.25417398339059
LV1007,"7782871.85103, 1592362.50774","[1592362.5077427954, 7782871.851028244]",1592362.50774,7782871.85103,N3595,"(1.6317621810045955, 45.241540665490533)",1.6317621810045955,45.24154066549053
LV1008,"7781087.93417, 1590808.3748","[1590808.3747971333, 7781087.934167904]",1590808.3748,7781087.93417,N3596,"(1.6124255635046574, 45.225270807890489)",1.6124255635046574,45.22527080789049
LV1009,"7780933.06216, 1588392.52609","[1588392.526084057, 7780933.062163894]",1588392.52609,7780933.06216,N3597,"(1.5817695103047607, 45.223479467090485)",1.5817695103047607,45.223479467090485
LV1010,"7786760.85006, 1592902.99446","[1592902.9944623138, 7786760.850064473]",1592902.99446,7786760.85006,N3598,"(1.637744131704578, 45.276545535790632)",1.637744131704578,45.27654553579063
LV1011,"7782996.65365, 1594134.17705","[1594134.1770427395, 7782996.653651899]",1594134.17705,7782996.65365,N3599,"(1.6542499417045184, 45.242945563090544)",1.6542499417045184,45.242945563090544
LV1012,"7776674.1522, 1593659.70921","[1593659.709213912, 7776674.152204396]",1593659.70921,7776674.1522,N3600,"(1.6496492973045298, 45.186105106390379)",1.6496492973045298,45.18610510639038
LV1013,"7773882.55869, 1579305.79094","[1579305.7909389683, 7773882.558685361]",1579305.79094,7773882.55869,N3601,"(1.4681393756051349, 45.158596570790294)",1.4681393756051349,45.158596570790294
LV1014,"7772421.34078, 1579139.21375","[1579139.2137466094, 7772421.3407837385]",1579139.21375,7772421.34078,N3602,"(1.4664003417051392, 45.145448618490263)",1.4664003417051392,45.14544861849026
LV1015,"7788732.20897, 1589399.1798","[1589399.1798007747, 7788732.208970406]",1589399.1798,7788732.20897,N3603,"(1.5927214642047298, 45.29367191219071)",1.5927214642047298,45.29367191219071
LV1016,"7789372.57822, 1588855.21936","[1588855.2193595124, 7789372.5782221565]",1588855.21936,7789372.57822,N3604,"(1.5856499550047538, 45.299330860290709)",1.5856499550047538,45.29933086029071
LV1017,"7786580.33664, 1589193.82502","[1589193.8250192576, 7786580.3366356855]",1589193.82502,7786580.33664,N3605,"(1.5906174029047351, 45.274316757590647)",1.590617402904735,45.27431675759065
LV1018,"7776826.52415, 1579423.46904","[1579423.4690430607, 7776826.524154716]",1579423.46904,7776826.52415,N3606,"(1.4688790459051355, 45.185047181290372)",1.4688790459051355,45.18504718129037
LV1019,"7778331.23136, 1578570.57951","[1578570.5795145195, 7778331.231363035]",1578570.57951,7778331.23136,N3607,"(1.4576635998051755, 45.198400829190419)",1.4576635998051755,45.19840082919042
